City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,Roald,NO,62.58,6.13,50.9,87,75,16.11,broken clouds
344,Kommunar,RU,59.62,30.39,53.51,68,39,9.98,scattered clouds
345,Port-Gentil,GA,-0.72,8.78,78.76,83,40,6.91,scattered clouds
346,Nyurba,RU,63.28,118.33,32.88,96,100,12.71,light snow
347,Touros,BR,-5.20,-35.46,86.9,60,45,13.76,scattered clouds
348,Makambako,TZ,-8.85,34.82,64.15,57,68,10.94,broken clouds
349,Praxedis Guerrero,MX,31.37,-106.02,74.43,14,0,31.94,clear sky
350,Kaeo,NZ,-35.10,173.78,50.32,95,17,3.67,few clouds
351,Edson,CA,53.58,-116.44,39.34,81,1,10.36,clear sky
352,Bethel,US,41.37,-73.41,63.93,88,90,1.99,overcast clouds
353,Bukachacha,RU,52.98,116.92,32.29,80,5,2.64,clear sky
354,Turbat,PK,26.00,63.04,82.85,15,0,15.48,clear sky
355,Yumen,CN,40.28,97.20,39.81,20,0,12.77,clear sky
356,Uri,IN,34.08,74.03,58.95,74,33,3.96,scattered clouds
357,Galesong,ID,-5.32,119.37,75.22,73,100,8.79,overcast clouds
358,Flinders,AU,-34.58,150.86,52.21,85,100,7.0,light rain
359,Sabang,ID,5.89,95.32,82.26,81,74,24.74,light rain
360,Deputatskiy,RU,69.30,139.90,19.49,86,100,3.83,overcast clouds
361,Macae,BR,-22.37,-41.79,67.87,100,90,9.22,overcast clouds
362,Guanica,PR,17.97,-66.91,90.43,72,33,8.99,scattered clouds
363,Ewa Beach,US,21.32,-158.01,80.55,72,20,17.0,few clouds
364,Rondonopolis,BR,-16.47,-54.64,83.97,64,100,4.32,overcast clouds
365,Shunyi,CN,40.12,116.65,48.83,70,0,6.71,light rain
366,Grand Gaube,MU,-20.01,57.66,72.0,90,97,5.01,light rain
367,Bafoulabe,ML,13.81,-10.83,84.83,63,67,3.85,broken clouds
368,Geraldton,AU,-28.77,114.60,50.41,87,40,3.44,scattered clouds
369,Vanimo,PG,-2.67,141.30,79.07,89,100,3.2,light rain
370,Hasaki,JP,35.73,140.83,64.8,70,73,16.02,broken clouds
371,Polunochnoye,RU,60.87,60.42,27.41,64,100,2.26,overcast clouds
372,Bonavista,CA,48.65,-53.11,47.12,70,97,29.93,overcast clouds
373,Tabas,IR,33.60,56.92,60.75,20,0,6.67,clear sky
374,Otradnoye,RU,59.78,30.82,54.03,69,18,9.42,few clouds
375,Mana,GF,5.66,-53.78,84.33,73,100,11.07,overcast clouds
376,Tiarei,PF,-17.53,-149.33,80.62,75,20,9.55,few clouds
377,Nelson Bay,AU,-32.72,152.15,62.76,97,100,1.99,light rain
378,Baghdad,IQ,33.34,44.40,76.91,20,0,5.75,clear sky
379,Baykit,RU,61.67,96.37,24.94,83,96,6.46,overcast clouds
380,Athabasca,CA,54.72,-113.29,48.02,49,100,14.81,overcast clouds
381,Crailsheim,DE,49.13,10.07,47.91,77,17,3.18,few clouds
382,Ambilobe,MG,-13.20,49.05,72.95,65,82,4.5,broken clouds
383,Brae,GB,60.40,-1.35,51.71,81,6,22.21,clear sky
384,Kirovskiy,RU,45.09,133.51,46.36,68,6,14.81,clear sky
385,Alcaniz,ES,41.05,-0.13,63.43,56,17,4.03,few clouds
386,Half Moon Bay,US,37.46,-122.43,77.05,66,1,0.0,clear sky
387,Mayo,US,38.89,-76.51,74.73,85,90,4.0,overcast clouds
388,Nogent-Le-Rotrou,FR,48.33,1.00,54.64,78,0,7.29,clear sky
389,Constantine,DZ,36.37,6.61,60.21,67,40,2.3,scattered clouds
390,Yenagoa,NG,4.92,6.26,76.51,92,100,3.69,overcast clouds
391,Redwater,US,33.36,-94.25,86.83,41,35,11.14,scattered clouds
392,Haftoni,AZ,38.76,48.76,61.59,94,40,2.3,scattered clouds
393,Hearst,CA,49.68,-83.67,70.05,67,90,8.23,overcast clouds
394,Russell,US,32.35,-85.20,81.99,61,1,0.0,clear sky
395,Mason City,US,43.15,-93.20,74.71,55,1,14.97,clear sky
396,Sao Filipe,CV,14.90,-24.50,81.75,70,0,8.61,clear sky
397,Presidente Medici,BR,-11.18,-61.90,86.02,55,92,6.33,overcast clouds
398,Shimoda,JP,34.67,138.95,67.1,80,3,5.77,clear sky
399,Derby,GB,52.92,-1.48,55.54,74,0,6.91,clear sky
400,Pozo Colorado,PY,-23.49,-58.80,73.85,87,100,3.29,overcast clouds
401,Vestmannaeyjar,IS,63.44,-20.27,43.79,81,90,14.97,overcast clouds
402,Bay Roberts,CA,47.60,-53.26,49.03,64,17,8.99,few clouds
403,Faanui,PF,-16.48,-151.75,79.43,73,27,11.48,scattered clouds
404,Beloha,MG,-25.17,45.05,67.96,86,30,4.32,light rain
405,Ust-Omchug,RU,61.15,149.63,2.59,90,23,1.95,few clouds
406,Maceio,BR,-9.67,-35.74,85.44,70,75,14.97,broken clouds
407,Vryburg,ZA,-26.96,24.73,69.12,21,0,9.95,clear sky
408,Anadyr,RU,64.75,177.48,19.9,100,40,6.71,light snow
409,Manono,CD,-7.30,27.42,82.29,40,87,1.07,overcast clouds
410,Tabuk,PH,17.42,121.44,73.99,93,100,3.56,light rain
411,Baruun-Urt,MN,46.68,113.28,34.63,51,0,8.99,clear sky
412,Alofi,NU,-19.06,-169.92,71.49,94,100,1.14,overcast clouds
413,Lavrentiya,RU,65.58,-171.00,27.23,81,24,3.51,few clouds
414,Bandraboua,YT,-12.70,45.12,78.48,79,8,8.23,clear sky
415,Matao,BR,-21.60,-48.37,67.5,88,100,8.41,moderate rain
416,Port Keats,AU,-14.25,129.55,81.21,77,95,10.42,overcast clouds
417,Nanakuli,US,21.39,-158.15,80.55,71,20,10.36,few clouds
418,Nhulunbuy,AU,-12.23,136.77,72.21,88,28,0.0,scattered clouds
419,Shelburne,CA,44.08,-80.20,66.65,87,100,13.87,overcast clouds
420,Marsa Matruh,EG,31.35,27.25,75.4,78,0,5.75,clear sky
421,Gazanjyk,TM,39.24,55.52,52.93,25,7,9.95,clear sky
422,Bukama,CD,-9.20,25.85,86.9,27,98,1.16,overcast clouds
423,Salekhard,RU,66.53,66.60,26.89,88,22,7.0,few clouds
424,Orlik,RU,52.52,99.82,27.82,72,6,2.48,clear sky
425,Havoysund,NO,71.00,24.66,43.68,86,100,6.38,overcast clouds
426,Chirilagua,SV,13.22,-88.14,89.35,51,95,3.65,overcast clouds
427,Awjilah,LY,29.11,21.29,81.34,24,0,8.48,clear sky
428,Manicore,BR,-5.81,-61.30,96.42,35,94,4.45,overcast clouds
429,Vanavara,RU,60.34,102.28,31.1,86,100,9.91,overcast clouds
430,Onda,ES,39.97,-0.25,68.54,77,76,1.45,broken clouds
431,Ambatolampy,MG,-19.38,47.42,56.97,78,93,3.06,overcast clouds
432,Ferkessedougou,CI,9.60,-5.20,76.86,86,100,3.94,moderate rain
433,Copiapo,CL,-27.37,-70.33,65.89,13,0,9.75,clear sky
434,Doka,SD,13.52,35.77,81.0,63,100,3.87,overcast clouds
435,Ailigandi,PA,9.23,-78.02,83.59,77,92,2.06,overcast clouds
436,Jiuquan,CN,39.74,98.52,41.04,21,0,3.06,clear sky
437,Beinasco,IT,45.02,7.58,57.02,70,0,1.01,clear sky
438,Olinda,BR,-8.01,-34.86,80.33,78,75,11.5,broken clouds
439,Atbasar,KZ,51.80,68.33,38.34,79,100,7.2,overcast clouds
440,Bambari,CF,5.77,20.68,73.33,92,100,3.51,overcast clouds
441,Salto,UY,-31.38,-57.97,69.96,83,90,4.61,overcast clouds
442,Evensk,RU,61.95,159.23,25.97,72,98,4.45,overcast clouds
443,Kupang,ID,-10.17,123.58,75.79,84,82,4.81,broken clouds
444,Wieliczka,PL,49.99,20.06,47.68,75,100,3.74,overcast clouds
445,Tilichiki,RU,60.47,166.10,25.48,74,98,5.61,overcast clouds
446,Oranjestad,AW,12.52,-70.03,85.95,66,40,10.36,scattered clouds
447,Chuy,UY,-33.70,-53.46,61.12,77,99,15.66,overcast clouds
448,Makinsk,KZ,52.63,70.42,28.11,79,100,6.58,overcast clouds
449,Neuquen,AR,-38.95,-68.06,80.49,32,20,3.44,few clouds
450,Worthing,GB,50.81,-0.37,59.11,76,97,3.0,overcast clouds
451,Teya,RU,60.38,92.63,26.47,86,100,6.96,overcast clouds
452,Hamilton,US,39.18,-84.53,84.25,65,1,1.99,clear sky
453,Banda Aceh,ID,5.56,95.32,79.41,82,31,15.59,scattered clouds
454,Egvekinot,RU,66.32,-179.17,19.08,88,100,8.5,overcast clouds
455,Moree,AU,-29.47,149.85,62.62,94,90,5.75,light rain
456,Canchungo,GW,12.07,-16.03,89.67,76,67,7.0,broken clouds
457,Manamadurai,IN,9.70,78.48,83.1,76,100,2.48,overcast clouds
458,Voi,KE,-3.39,38.56,72.7,75,15,9.35,few clouds
459,Matagami,CA,49.75,-77.63,60.91,100,90,10.36,overcast clouds
460,Murud,IN,18.33,72.96,79.14,86,98,3.58,overcast clouds
461,Strezhevoy,RU,60.73,77.59,26.58,70,10,7.67,clear sky
462,Matara,LK,5.95,80.54,77.59,91,95,10.63,overcast clouds
463,Bengkulu,ID,-3.80,102.27,75.65,91,89,4.07,overcast clouds
464,Saurimo,AO,-9.66,20.39,80.58,30,62,3.6,broken clouds
465,Yangliuqing,CN,39.14,117.00,46.35,60,92,7.4,light rain
466,Nizhniy Baskunchak,RU,48.22,46.83,50.38,49,99,2.37,overcast clouds
467,Kongsberg,NO,59.67,9.65,51.71,89,0,4.0,clear sky
468,Boden,SE,65.83,21.69,48.2,97,100,3.98,overcast clouds
469,Diego De Almagro,CL,-26.37,-70.05,80.65,7,12,13.33,few clouds
470,Tigil,RU,57.80,158.67,29.46,91,21,5.86,few clouds
471,Huarmey,PE,-10.07,-78.15,70.38,75,56,10.25,broken clouds
472,Kasongo-Lunda,CD,-6.47,16.82,73.4,88,88,1.83,light rain
473,Traralgon,AU,-38.18,146.53,43.9,90,32,2.66,scattered clouds
474,Malinyi,TZ,-8.93,36.13,79.79,39,95,3.06,overcast clouds
475,Kalmunai,LK,7.42,81.82,81.77,76,100,2.71,overcast clouds
476,Teguldet,RU,57.31,88.17,30.24,79,100,5.66,overcast clouds
477,Boissevain,CA,49.23,-100.06,59.65,25,98,13.98,overcast clouds
478,Kalengwa,ZM,-13.47,25.00,78.28,24,1,5.37,clear sky
479,Najran,SA,17.49,44.13,79.45,28,6,5.32,clear sky
480,Srandakan,ID,-7.94,110.25,76.33,85,89,5.26,overcast clouds
481,Shubarshi,KZ,48.59,57.19,46.49,63,25,7.81,scattered clouds
482,Pelym,RU,61.01,62.00,28.8,59,92,3.98,overcast clouds
483,Mitsamiouli,KM,-11.38,43.28,79.09,65,20,6.91,few clouds
484,Sovetskiy,RU,61.36,63.58,29.08,56,8,4.07,clear sky
485,Bristol,US,41.83,-71.17,64.31,80,90,1.01,overcast clouds
486,Amapa,BR,1.00,-52.00,89.74,46,100,4.54,light rain
487,Kloulklubed,PW,7.04,134.26,75.7,74,83,11.86,broken clouds
488,Arecibo,PR,18.47,-66.72,88.11,85,27,1.01,scattered clouds
489,Bambanglipuro,ID,-7.95,110.28,76.19,85,88,5.37,overcast clouds
490,Kamenka,RU,51.32,42.77,44.67,55,0,4.88,clear sky
491,Mogadishu,SO,2.04,45.34,78.57,87,22,13.67,few clouds
492,Codrington,AU,-38.27,141.97,44.42,71,56,9.93,broken clouds
493,Baculin,PH,7.45,126.58,80.78,69,100,5.59,overcast clouds
494,Ribeira Brava,PT,32.65,-17.07,74.03,72,31,4.18,scattered clouds
495,Yanji,CN,42.91,129.51,46.63,62,22,9.35,few clouds
496,Saint Augustine,US,29.89,-81.31,84.07,71,75,16.11,broken clouds
497,Bansko,BG,41.84,23.49,48.06,98,100,4.07,overcast clouds
498,Lesnoye,RU,58.28,35.52,43.11,73,20,6.13,few clouds
499,Beringovskiy,RU,63.05,179.32,29.57,82,99,13.4,overcast clouds
500,Novoagansk,RU,61.94,76.66,28.53,71,20,8.86,few clouds
501,Ballina,AU,-28.87,153.57,69.98,83,32,8.05,scattered clouds
502,North Bend,US,43.41,-124.22,60.85,82,75,9.22,broken clouds
503,Bembereke,BJ,10.23,2.66,78.98,66,72,5.35,broken clouds
504,Itarema,BR,-2.92,-39.92,83.26,67,3,19.01,clear sky
505,Sibolga,ID,1.74,98.78,76.14,89,100,3.06,overcast clouds
506,Kamina,CD,-8.74,24.99,78.33,30,7,0.09,clear sky
507,The Pas,CA,53.83,-101.25,62.62,51,1,12.66,clear sky
508,Mazamari,PE,-11.33,-74.53,94.55,40,76,2.3,broken clouds
509,Vestmanna,FO,62.16,-7.17,41.92,87,75,11.5,broken clouds
510,Foca,TR,38.67,26.76,70.54,81,9,1.07,clear sky
511,Kota Tinggi,MY,1.74,103.90,82.44,91,100,4.05,overcast clouds
512,Majene,ID,-3.54,118.97,78.12,87,90,2.59,overcast clouds
513,Savannah Bight,HN,16.45,-85.85,87.85,76,10,1.57,clear sky
514,Tuatapere,NZ,-46.13,167.68,49.82,97,100,3.2,moderate rain
515,Nhlangano,SZ,-27.12,31.20,52.56,74,95,6.93,overcast clouds
516,Praia,CV,14.92,-23.51,86.54,54,0,17.27,clear sky
517,Santiago,CL,-33.46,-70.65,75.16,40,20,3.44,few clouds
518,Belaya Gora,RU,68.53,146.42,19.22,76,100,3.42,overcast clouds
519,Sorgun,TR,39.81,35.19,58.78,50,0,5.79,clear sky
520,Walvis Bay,NA,-22.96,14.51,77.95,31,0,4.61,clear sky
521,Nizhniy Kuranakh,RU,58.84,125.49,31.48,85,76,9.42,broken clouds
522,Byron Bay,AU,-28.65,153.62,69.91,86,24,13.09,few clouds
523,Kenmare,IE,51.88,-9.58,50.74,92,66,3.87,broken clouds
524,Yerbogachen,RU,61.28,108.01,31.06,80,99,12.77,overcast clouds
525,Sept-Iles,CA,50.20,-66.38,54.12,80,75,3.0,broken clouds
526,Coro,VE,11.40,-69.67,84.63,72,99,11.59,overcast clouds
527,Karlskrona,SE,56.16,15.59,50.45,65,100,14.88,overcast clouds
528,Ust-Kulom,RU,61.69,53.69,35.42,95,100,6.62,overcast clouds
529,The Valley,AI,18.22,-63.06,87.66,79,75,19.57,broken clouds
530,Dhidhdhoo,MV,6.88,73.10,82.2,80,98,17.69,overcast clouds
531,Dolores,AR,-36.31,-57.68,64.15,63,38,12.59,scattered clouds
532,Wilmington,US,34.23,-77.94,77.0,78,90,14.97,overcast clouds
533,Prosec,CZ,49.81,16.12,45.23,63,71,2.93,broken clouds
534,Camocim,BR,-2.90,-40.84,85.66,64,14,22.39,few clouds
535,Sao Joao Da Barra,BR,-21.64,-41.05,69.89,92,100,14.72,overcast clouds
536,Kulhudhuffushi,MV,6.62,73.07,82.36,79,99,17.74,overcast clouds
537,Pochutla,MX,15.74,-96.47,91.22,51,58,6.98,broken clouds
538,Powell River,CA,49.85,-124.54,54.09,71,75,10.36,broken clouds
539,Assiniboia,CA,49.63,-105.98,60.62,31,8,17.27,clear sky
540,Buala,SB,-8.15,159.59,79.29,84,98,4.59,overcast clouds
541,Sambava,MG,-14.27,50.17,71.08,78,69,13.24,broken clouds
542,Hami,CN,42.80,93.45,49.48,24,6,6.87,clear sky
543,Koroni,GR,36.80,21.95,65.07,76,63,4.74,broken clouds
544,Krasnoselkup,RU,65.70,82.47,25.65,80,25,10.18,scattered clouds
545,Troitsk,RU,54.10,61.58,38.62,93,100,3.85,overcast clouds
546,Buchanan,LR,5.88,-10.05,82.36,85,100,7.05,overcast clouds
547,Santiago Del Estero,AR,-27.80,-64.26,78.6,52,36,15.1,scattered clouds
548,Moron,AR,-34.65,-58.62,70.02,70,100,4.0,light rain
549,Caravelas,BR,-17.71,-39.25,73.54,86,100,8.23,overcast clouds
550,Satellite Beach,US,28.18,-80.59,87.26,70,1,5.01,clear sky
551,Tambun,ID,-6.26,107.07,81.48,67,96,0.74,overcast clouds
552,Necochea,AR,-38.55,-58.74,69.04,68,45,14.41,scattered clouds
553,Hobyo,SO,5.35,48.53,79.18,88,42,18.88,scattered clouds
554,Acari,PE,-15.43,-74.62,73.71,63,57,9.86,broken clouds
555,Tiznit,MA,29.58,-9.50,72.54,48,100,2.35,overcast clouds
556,Srednekolymsk,RU,67.45,153.68,7.77,95,28,3.27,scattered clouds
557,Sonoita,MX,31.85,-112.83,77.52,13,0,6.96,clear sky
558,Dzaoudzi,YT,-12.79,45.27,78.69,78,0,5.75,clear sky
559,Davila,PH,18.47,120.58,82.38,89,100,25.81,heavy intensity rain
560,Linxia,CN,35.60,103.21,41.43,88,100,2.62,overcast clouds
561,Lalin,ES,42.72,-8.12,63.23,84,1,3.76,clear sky
562,Macas,EC,-2.32,-78.12,78.75,78,24,3.31,moderate rain
563,Niamey,NE,13.51,2.11,95.29,26,100,10.36,overcast clouds
564,Hailar,CN,49.20,119.70,36.88,75,0,10.13,clear sky
565,Fare,PF,-16.70,-151.02,79.02,74,24,12.19,few clouds
566,Champerico,GT,14.30,-91.92,92.77,76,100,10.11,overcast clouds
567,Nouadhibou,MR,20.93,-17.03,75.18,64,0,17.27,clear sky
568,Bandundu,CD,-3.32,17.37,78.28,80,88,5.39,light rain
569,Guatire,VE,10.48,-66.54,73.9,92,99,1.74,overcast clouds
570,Grande Prairie,CA,55.17,-118.80,44.78,45,20,24.16,few clouds
571,Pangkalanbuun,ID,-2.68,111.62,76.86,92,100,1.86,overcast clouds
572,Westport,US,41.14,-73.36,66.33,92,90,1.01,overcast clouds
573,Gombe,NG,10.29,11.17,80.26,56,100,8.5,overcast clouds
574,Safaga,EG,26.73,33.94,85.95,42,2,11.14,clear sky
575,Bastrop,US,32.76,-91.87,86.43,59,0,1.01,clear sky
576,Kismayo,SO,-0.36,42.55,78.19,88,29,14.83,scattered clouds
577,Marawi,PH,8.00,124.29,66.65,94,82,6.93,broken clouds
578,Vikulovo,RU,56.82,70.61,28.76,79,20,5.53,few clouds
579,Talara,PE,-4.58,-81.27,75.96,64,0,13.8,clear sky
580,Inyonga,TZ,-6.72,32.07,78.87,27,39,2.46,scattered clouds
581,Rafaela,AR,-31.25,-61.49,73.0,50,100,5.01,overcast clouds
582,Callaguip,PH,18.07,120.49,82.42,83,90,17.27,moderate rain
583,Upata,VE,8.01,-62.40,87.6,53,89,4.81,overcast clouds
584,Mutoko,ZW,-17.40,32.23,67.03,65,0,11.83,clear sky
585,Suoyarvi,RU,62.08,32.35,49.21,96,100,10.56,overcast clouds
586,Soc Trang,VN,9.60,105.98,78.76,91,100,6.85,overcast clouds
587,Munsingen,DE,48.41,9.50,43.32,80,7,2.84,clear sky
588,Praya,CV,14.92,-23.51,86.54,54,0,17.27,clear sky
589,Flin Flon,CA,54.77,-101.86,53.44,58,75,6.91,smoke
590,Adrar,MR,20.50,-10.07,91.22,11,100,2.21,overcast clouds
591,Mount Isa,AU,-20.73,139.50,69.57,94,90,8.05,overcast clouds
592,Cockburn Town,TC,21.46,-71.14,83.07,73,100,17.13,overcast clouds
593,Bubaque,GW,11.28,-15.83,82.72,76,99,9.57,overcast clouds
594,Tayu,ID,-6.54,111.05,77.61,76,83,9.01,broken clouds
595,Buta,CD,2.79,24.73,74.82,87,100,0.94,overcast clouds
596,Suntar,RU,62.14,117.63,33.04,85,100,14.03,light snow
597,Hofn,IS,64.25,-15.21,43.54,82,99,10.11,overcast clouds
598,Cap-Aux-Meules,CA,47.38,-61.86,57.25,72,40,16.11,scattered clouds
599,Smithers,CA,54.78,-127.17,37.72,81,75,4.61,broken clouds
600,Tchibanga,GA,-2.85,11.03,74.57,81,100,3.4,overcast clouds
601,Margate,GB,51.38,1.39,58.95,78,94,3.0,overcast clouds
602,Freetown,SL,8.48,-13.23,79.54,81,43,4.7,scattered clouds
603,Garissa,KE,-0.45,39.64,81.05,60,16,20.74,few clouds
604,Coahuayana,MX,18.73,-103.68,89.08,66,100,5.41,overcast clouds
605,Pires Do Rio,BR,-17.30,-48.28,86.18,40,95,6.35,overcast clouds
606,Bela Vista Do Paraiso,BR,-23.00,-51.19,69.04,84,100,11.45,moderate rain
607,Ambon,ID,-3.70,128.18,77.14,88,20,8.05,few clouds
608,Ngorongoro,TZ,-3.24,35.49,58.33,65,100,5.1,overcast clouds
609,Panaba,MX,21.28,-88.27,93.47,46,78,10.29,broken clouds
610,Malanville,BJ,11.87,3.39,86.09,40,24,4.68,few clouds
611,Battle Creek,US,42.32,-85.18,79.97,48,75,10.36,broken clouds
612,Sao Felix Do Xingu,BR,-6.64,-51.99,98.04,29,100,4.72,overcast clouds
613,Nemuro,JP,43.32,145.57,62.73,92,100,36.1,light rain
614,Taltal,CL,-25.40,-70.48,67.28,50,12,6.46,few clouds
615,Tynda,RU,55.17,124.72,28.99,86,95,2.19,overcast clouds
616,Piacabucu,BR,-10.41,-36.43,80.02,69,100,11.07,overcast clouds
617,Gobabis,NA,-22.45,18.97,68.0,10,0,11.36,clear sky
618,Hovd,MN,48.01,91.64,34.93,37,15,1.52,few clouds
619,Saravena,CO,6.95,-71.88,87.24,65,71,1.9,broken clouds
620,Pangai,TO,-19.80,-174.35,71.71,88,90,0.0,overcast clouds
621,Klaksvik,FO,62.23,-6.59,43.72,76,100,22.55,overcast clouds
622,Kuching,MY,1.55,110.33,77.22,88,40,3.44,scattered clouds
623,Kang,BW,-23.68,22.79,72.9,13,0,8.37,clear sky
624,Camana,PE,-16.62,-72.71,66.69,81,65,11.12,broken clouds
625,Opuwo,NA,-18.06,13.84,83.25,12,0,5.37,clear sky
626,Mayumba,GA,-3.43,10.66,75.87,84,100,5.48,overcast clouds
627,Seoul,KR,37.57,126.98,60.31,85,90,6.91,overcast clouds
628,Sembe,CG,1.65,14.58,70.77,99,100,4.7,light rain
629,Butterworth,MY,5.40,100.36,82.0,91,20,1.99,few clouds
630,Komsomolskiy,UZ,40.43,71.72,48.92,66,44,2.3,scattered clouds
631,Sur,OM,22.57,59.53,83.14,56,0,4.65,clear sky
632,Envira,BR,-7.30,-70.22,92.12,47,97,1.25,overcast clouds
633,Montijo,PT,38.71,-8.97,76.42,59,0,5.75,clear sky
634,Nema,RU,57.51,50.50,44.8,94,100,4.9,overcast clouds
635,Leningradskiy,RU,69.38,178.42,18.9,91,100,4.76,overcast clouds
636,Broome,US,42.25,-75.83,70.5,66,90,4.0,overcast clouds
637,Santa Rosa,PH,14.31,121.11,81.1,87,67,11.65,broken clouds
638,Gopalpur,IN,19.27,84.92,79.56,68,27,5.99,scattered clouds
639,Havelock,US,34.88,-76.90,78.8,85,90,5.01,overcast clouds
640,Williams Lake,CA,52.14,-122.14,42.37,61,75,0.0,broken clouds
641,Ejido,VE,8.55,-71.24,75.2,87,96,2.93,overcast clouds
642,Paamiut,GL,61.99,-49.67,36.52,59,100,8.81,overcast clouds
643,Somotillo,NI,13.04,-86.91,91.54,57,31,3.47,scattered clouds
644,Christchurch,NZ,-43.53,172.63,52.92,88,100,1.99,overcast clouds
645,Ous,RU,60.91,61.52,28.71,61,98,4.36,overcast clouds
646,Kikuchi,JP,32.98,130.82,74.32,73,0,3.71,clear sky
647,Kayes,ML,14.00,-11.00,84.74,61,78,5.75,broken clouds
648,Hun,LY,29.13,15.95,81.57,15,0,7.61,clear sky
649,Haizhou,CN,34.58,119.13,58.05,71,97,12.62,light rain
650,Sabla,NG,12.75,4.71,88.11,27,100,9.13,overcast clouds
651,Algodones,MX,20.39,-105.48,85.14,70,100,5.21,overcast clouds
652,Pampas,PE,-12.40,-74.90,66.31,44,64,9.95,broken clouds
653,Ngunguru,NZ,-35.62,174.50,50.16,79,7,6.98,clear sky
654,Tutoia,BR,-2.76,-42.27,87.78,67,8,14.76,clear sky
655,Longyan,CN,25.11,117.02,70.56,90,10,4.79,clear sky
656,Uslar,DE,51.66,9.64,48.06,79,12,3.29,few clouds
657,Baoning,CN,25.34,110.03,67.86,83,90,8.95,overcast clouds
658,Irtyshskiy,RU,58.33,68.13,27.72,73,7,3.65,clear sky
659,Champasak,LA,14.75,106.00,73.2,100,100,1.86,overcast clouds
660,Khovu-Aksy,RU,51.13,93.60,27.99,72,7,4.7,clear sky
661,Riyadh,SA,24.69,46.72,86.14,15,0,7.78,clear sky
662,Khor,RU,47.89,134.95,42.71,85,100,18.3,overcast clouds
663,Glenluce,GB,54.88,-4.81,53.29,79,100,17.2,overcast clouds
664,Luau,AO,-10.71,22.22,84.76,25,96,3.91,overcast clouds
665,Vilhena,BR,-12.74,-60.15,91.62,43,40,10.36,scattered clouds
666,Santa Isabel Do Rio Negro,BR,-0.41,-65.02,97.45,36,43,5.37,scattered clouds
667,Pringsewu,ID,-5.36,104.97,74.66,96,100,3.71,overcast clouds
668,Mahibadhoo,MV,3.78,72.97,83.08,75,96,15.7,overcast clouds
669,Pemangkat,ID,1.17,108.97,81.3,82,100,5.14,overcast clouds
670,Kangaatsiaq,GL,68.31,-53.46,34.07,69,100,6.55,overcast clouds
671,Kysyl-Syr,RU,63.90,122.76,34.12,87,100,9.6,overcast clouds
672,Coxim,BR,-18.51,-54.76,98.98,31,19,10.54,few clouds
673,Sibu,MY,2.30,111.82,79.11,88,40,3.0,scattered clouds
674,Skarzysko-Kamienna,PL,51.11,20.87,45.23,56,80,3.94,broken clouds
675,Yantongshan,CN,43.29,126.01,40.48,69,0,2.55,clear sky
676,Portland,US,45.52,-122.68,59.11,85,75,1.99,broken clouds
677,Aizpute,LV,56.72,21.60,43.83,83,11,7.52,few clouds
678,Ponta Delgada,PT,37.73,-25.67,72.32,88,40,10.36,scattered clouds
679,Dukat,RU,62.55,155.55,8.33,81,0,5.03,clear sky
680,Pascagoula,US,30.37,-88.56,88.05,60,1,6.91,clear sky
681,Kieta,PG,-6.22,155.63,77.85,85,99,3.0,overcast clouds
682,Ishigaki,JP,24.34,124.16,81.23,83,100,31.9,overcast clouds
683,Iquique,CL,-20.22,-70.14,62.64,69,33,9.04,scattered clouds
684,Kushima,JP,31.46,131.23,78.12,93,27,3.65,scattered clouds
685,Izhma,RU,65.01,53.91,31.96,96,100,10.29,snow
686,Dankov,RU,53.25,39.16,40.35,57,13,1.5,few clouds
